long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,41079785;-34,58065644;283;LASAGNERIA CUSINA GOURMET;RESTAURANTE;ITALIANA;MODERNO;4805 0050;cucina@lasagneria.com.ar;;CABELLO;3631;;CABELLO 3631;Palermo;Comuna 14;1425;C1425APM
-58,39658619;-34,60720073;811;LASALLE BAR;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4953 8513;;;PERON JUAN DOMINGO TTE.;2102;;PERON, JUAN DOMINGO, TTE. GENERAL 2102;Balvanera;Comuna 3;1040;C1040AAH
-58,43614639;-34,59662257;2677;LA SALTEÃƒâ€˜ITA;;REGIONAL;RUSTICA;4773 0889;;;MALABIA;730;;MALABIA 730;Villa Crespo;Comuna 15;1414;C1414DLP
-58,37406638;-34,59869773;2361;LAS BRASITAS;RESTAURANTE;INTERNACIONAL;;;;;CORDOBA;500;;CORDOBA AV. 500;San Nicolas;Comuna 1;1054;C1054AAQ
-58,43063013;-34,57111253;280;LAS CHOLAS;VINERIA;REGIONAL;RUSTICA;4899 0094;donasananes@hotmail.com;;ARCE;306;;ARCE 306;Palermo;Comuna 14;1426;C1426BSD
-58,42873991;-34,62230846;1014;LAS CLARITAS;RESTAURANTE;;;;;;ALBERDI JUAN BAUTISTA;60;;ALBERDI, JUAN BAUTISTA AV. 60;Caballito;Comuna 6;1424;C1424BYN
-58,41636939;-34,58863841;281;LAS CORTADERAS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4827 2487;;;CHARCAS;3647;;CHARCAS 3647;Palermo;Comuna 14;1425;C1425BMW
-58,37859624;-34,60360851;2363;LAS CUARTETAS;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4326 0171;lascuartetas@ciudad.com.ar;;CORRIENTES;838;;CORRIENTES AV. 838;San Nicolas;Comuna 1;1043;C1043AAV
-58,40978728;-34,61047964;808;LAS DALIAS;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4861 4022;;;RIVADAVIA;3064;;RIVADAVIA AV. 3064;Balvanera;Comuna 3;1203;C1203AAP
-58,3964453;-34,60800615;809;LAS DELICIAS;CAFE;MINUTAS;CLASICO PORTEÑO;4952 4934;;;JUNIN;120;;JUNIN 120;Balvanera;Comuna 3;1026;C1026ABD
-58,40648572;-34,5974142;1809;LAS FAMILIAS;RESTAURANTE;INTERNACIONAL;MODERNO;4962 5503;;lunes a domingo de 12 a 16 y de 20 a 00;JAURES JEAN;1077;;JAURES, JEAN 1077;Recoleta;Comuna 2;1215;C1215ACS
-58,42562903;-34,60271126;641;LAS FLORISTAS;RESTAURANTE;MINUTAS;MODERNO;4864 5070;;;CORRIENTES;4299;;CORRIENTES AV. 4299;Almagro;Comuna 5;1195;C1195AAB
-58,39748602;-34,60831531;810;LAS LEÃƒâ€˜AS;CAFE;;;;;;MITRE BARTOLOME;2185;;MITRE, BARTOLOME 2185;Balvanera;Comuna 3;1039;C1039AAG
-58,38456187;-34,59695908;2018;LAS LENGAS;RESTAURANTE;TRADICIONAL;MODERNO;4812 3738;;;ALVEAR MARCELO T. De;1234;;ALVEAR, MARCELO T. De 1234;Retiro;Comuna 1;1058;C1058AAT
-58,36705051;-34,60363138;1598;LAS LILAS;RESTAURANTE;;;4313 1336;restaurant@restlaslilas.com.ar;;MOREAU DE JUSTO ALICIA;516;;MOREAU DE JUSTO, ALICIA AV. 516;Puerto Madero;Comuna 1;1107;C1107AAL
-58,38603981;-34,61229826;1432;LAS MALVINAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4481 0164;;;MORENO;1400;;MORENO 1400;Monserrat;Comuna 1;1091;C1091ABB
-58,37302333;-34,6190302;2598;LAS MARIAS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 7563;;lunes a domingo de 12 a 16 y de 20 a 1;BOLIVAR;949;;BOLIVAR 949;San Telmo;Comuna 1;1066;C1066AAS
-58,3756014;-34,60103512;2364;LAS MEDIALUNAS DEL ABUELO;CAFE;SANDWICHERIA;CLASICO PORTEÑO;6775 0211;;lunes a sábado de 7.30 a 21;TUCUMAN;607;;TUCUMAN 607;San Nicolas;Comuna 1;1049;C1049AAM
-58,37336538;-34,59477266;2017;LAS NAZARENAS;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4312 5559;www.lasnazarenas.com.ar;lunes a sábado de 11.30 a 1;RECONQUISTA;1132;;RECONQUISTA 1132;Retiro;Comuna 1;1003;C1003ABX
-58,45410168;-34,55489986;520;LA SOLEADA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4780 0167;www.organizacionoja.com;;MONROE;1800;;MONROE 1800;Belgrano;Comuna 13;1428;C1428BKV
-58,37369961;-34,60090905;2358;LA SOPERIA DE BABUM;BAR;CENTROEUROPEA;ANTIGUO;4313 1589;;lunes a domingo de 8 a 1;TUCUMAN;481;;TUCUMAN 481;San Nicolas;Comuna 1;1049;C1049AAI
-58,39426412;-34,59958942;1810;LAS ORQUIDEAS;RESTAURANTE;MINUTAS;MODERNO;4812 7109;;;CORDOBA;1893;;CORDOBA AV. 1893;Recoleta;Comuna 2;1120;C1120AAA
-58,3761955;-34,60222869;2357;LA SORTIJA;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4328 0824;;lunes a domingo de 8 a 1;LAVALLE;667;;LAVALLE 667;San Nicolas;Comuna 1;1047;C1047AAM
-58,39064798;-34,63425893;1570;LAS PALMAS;RESTAURANTE;PIZZERIA;MODERNO;4306 4391;;;CASEROS;2002;;CASEROS AV. 2002;Parque Patricios;Comuna 4;1264;C1264AAN
-58,38156718;-34,59003995;2851;La Stampa Ristorante;RESTAURANTE;ITALIANA;CLASICO PORTEÑO;4326-4499;;;Posadas;1011;;POSADAS 1011;Retiro;Comuna 1;1011;C1011ABA
-58,39362497;-34,58892161;1807;LA STRADA;RESTAURANTE;ITALIANA;MODERNO;4801 1771;ls_recoleta@areas.com.ar;;LOPEZ VICENTE;2028;;LOPEZ, VICENTE 2028;Recoleta;Comuna 2;1128;C1128ACF
-58,51150512;-34,60557813;2718;LAS VEGAS;PUB;SANDWICHERIA;MODERNO;;;;BEIRO FRANCISCO;4283;;BEIRO, FRANCISCO AV. 4283;Villa Devoto;Comuna 11;1419;C1419HZE
-58,40173041;-34,63885146;1573;LAS VIOLETAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;USPALLATA;2801;;USPALLATA 2801;Parque Patricios;Comuna 4;1437;C1437JCE
-58,42077385;-34,61131564;638;LAS VIOLETAS;RESTAURANTE;INTERNACIONAL;ANTIGUO;4958 7387;www.lascioletas-cafÃ¢â‚¬Å¡.com.ar;;RIVADAVIA;3899;;RIVADAVIA AV. 3899;Almagro;Comuna 5;1204;C1204AAD
-58,50051504;-34,66236485;1305;LA TABA;RESTAURANTE;INTERNACIONAL;;;;;DE LA TORRE LISANDRO;2389;;DE LA TORRE, LISANDRO AV. 2389;Mataderos;Comuna 9;1440;C1440ECL
-58,39282645;-34,60108322;804;LA TABERNA DE EPICURO;RESTAURANTE;;;;;;CALLAO;682;;CALLAO AV. 682;Balvanera;Comuna 3;1022;C1022AAT
-58,44998074;-34,57873581;594;LA TABERNA DE ROBERTO;;TRADICIONAL;CLASICO PORTEÑO;4553 3197;;;LACROZE FEDERICO;3299;;LACROZE, FEDERICO AV. 3299;Colegiales;Comuna 13;1426;C1426CQF
-58,4103177;-34,63517189;1571;LA TABERNA DE ROBERTO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4911 8896;;;BRASIL;3292;;BRASIL 3292;Parque Patricios;Comuna 4;1260;C1260ABO
-58,41612013;-34,63266329;950;LA TACITA;;INTERNACIONAL;;4921 3116;;lunes a lunes de 12 a 15 y de 20 a 00;BOEDO;1595;;BOEDO AV. 1595;Boedo;Comuna 5;1239;C1239AAF
-58,40904126;-34,61042741;806;LA TAJA;RESTAURANTE;;;;;;RIVADAVIA;3002;;RIVADAVIA AV. 3002;Balvanera;Comuna 3;1203;C1203AAP
-58,38548334;-34,59831244;2015;LA TELDA;RESTAURANTE;;;;;;TALCAHUANO;897;;TALCAHUANO 897;Retiro;Comuna 1;1013;C1013AAQ
-58,45679364;-34,58194546;570;LA TERRAZA;RESTAURANTE;MINUTAS;MODERNO;4555 6259;;;FOREST;901;;FOREST AV. 901;Chacarita;Comuna 15;1427;C1427CEG
-58,37857263;-34,60012568;2362;LA TIERCA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4322 5509;;lunes a viernes de 7.30 a 22.30;VIAMONTE;816;;VIAMONTE 816;San Nicolas;Comuna 1;1053;C1053ABR
-58,47380531;-34,62230477;1171;LA TRADICION;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4612 2666;;;PAEZ;2914;;PAEZ 2914;Flores;Comuna 7;1406;C1406FQZ
-58,3800351;-34,60252179;2359;LA TRANQUEIRA;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4322 8479;;lunes a domingo de 6 a 23.30;LAVALLE;934;;LAVALLE 934;San Nicolas;Comuna 1;1047;C1047AAT
-58,37976238;-34,60606425;2360;LA TROPILLA;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4393 2710;;lunes a viernes de 7 a 19;PERON JUAN DOMINGO TTE.;928;;PERON, JUAN DOMINGO, TTE. GENERAL 928;San Nicolas;Comuna 1;1038;C1038AAT
-58,38187474;-34,61305629;1430;LA UNION;CAFE;INTERNACIONAL;MODERNO;4383 2987;;;BELGRANO AV;1101;;BELGRANO AV. 1101;Monserrat;Comuna 1;1092;C1092AAL
-58,38943529;-34,59849679;1811;LAURA J;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;5811 0444;laval@hotmail.com;;PARAGUAY;1586;;PARAGUAY 1586;Recoleta;Comuna 2;1061;C1061ABD
-58,39099903;-34,60304212;2366;LAVALLE CAFE;CAFE;;;4371 5782;;;LAVALLE;1693;;LAVALLE 1693;San Nicolas;Comuna 1;1048;C1048AAM
-58,38268449;-34,62916989;1113;LA VASCONIA;;SANDWICHERIA;CLASICO PORTEÑO;4304 3031;;;SALTA;1806;;SALTA 1806;Constitucion;Comuna 1;1137;C1137ACN
-58,39158466;-34,61470525;1428;LA VENTANA SALAD BAR;RESTAURANTE;MINUTAS;MODERNO;4382 9464;;;ENTRE RIOS;484;;ENTRE RIOS AV. 484;Monserrat;Comuna 1;1079;C1079ABR
-58,47625028;-34,67897465;2745;LA VENTANITA;BAR;PIZZERIA;CLASICO PORTEÑO;4638 8121;;;CAFAYATE;4299;;CAFAYATE 4299;Villa Lugano;Comuna 8;1439;C1439FUE
-58,437116;-34,5659537;277;LA VERBENA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4777 9324;;;SOLDADO DE LA INDEPENDENCIA;1003;;SOLDADO DE LA INDEPENDENCIA 1003;Palermo;Comuna 14;1426;C1426BTM
-58,43842778;-34,58437243;278;LA VIEJA BODEGA;RESTAURANTE;MEDITERRANEA;MODERNO;4899 2444;;;BONPLAND;1577;;BONPLAND 1577;Palermo;Comuna 14;1414;C1414CMQ
-58,36273762;-34,63978885;1256;LA VIEJA ROTISERIA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4301 7770;;lunes a domingo de 9.30 a 17;MAGALLANES;864;;MAGALLANES 864;Boca;Comuna 4;1166;C1166ACB
-58,38734398;-34,61556658;1431;LA VIENESA;RESTAURANTE;MODERNO;;;;;MEXICO;1500;;MEXICO 1500;Monserrat;Comuna 1;1097;C1097ABD
-58,43376069;-34,57898592;279;LA VIGNOLE;VINERIA;MODERNO;;4899 0973;;;GUATEMALA;5776;;GUATEMALA 5776;Palermo;Comuna 14;1425;C1425BVL
-58,3830918;-34,6142612;1429;LA VINERIA;RESTAURANTE;PARRILLA;MODERNO;4381 2920;;;SALTA;490;;SALTA 490;Monserrat;Comuna 1;1074;C1074AAJ
-58,3993116;-34,60713825;807;LA VIRGINIA;CAFE;MINUTAS;MODERNO;4954 3163;;;PASTEUR;214;;PASTEUR 214;Balvanera;Comuna 3;1028;C1028AAF
-58,39259724;-34,60679602;813;LAY- LAY;RESTAURANTE;;;;;;PERON JUAN DOMINGO TTE.;1827;;PERON, JUAN DOMINGO, TTE. GENERAL 1827;Balvanera;Comuna 3;1040;C1040AAA
-58,46928517;-34,56422429;521;LA YOLITA;RESTAURANTE;;;;;;MONROE;3382;;MONROE AV. 3382;Belgrano;Comuna 13;1430;C1430BKN
-58,48709556;-34,57347804;2809;LA ZARANDA;RESTAURANTE;PARRILLA;RUSTICA;4522 7377;;;ROOSEVELT FRANKLIN D.;5083;;ROOSEVELT FRANKLIN D. AV. 5083;Villa Urquiza;Comuna 12;1431;C1431BZE
-58,43381553;-34,61100509;2834;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Otamendi;500;;OTAMENDI 500;Caballito;Comuna 6;1405;C1405BRF
-58,44018387;-34,58094831;2832;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Honduras;5999;;HONDURAS 5999;Palermo;Comuna 14;1414;C1414BNK
-58,45024662;-34,56647545;2833;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Virrey Arredondo;2306;;ARREDONDO, Virrey 2306;Belgrano;Comuna 13;1426;C1426DZD
-58,44350809;-34,62516197;2835;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Valle;1101;;VALLE 1101;Caballito;Comuna 6;1406;C1406GTA
-58,45461719;-34,57911733;2830;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Alvarez Thomas;899;;ALVAREZ THOMAS AV. 899;Colegiales;Comuna 13;1427;C1427CCI
-58,44627311;-34,59013741;2831;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;Dorrego;999;;DORREGO AV. 999;Chacarita;Comuna 15;1414;C1414CKE
-58,40527931;-34,58718914;2836;Le BlÃƒÂ©;RESTAURANTE;TRADICIONAL;RUSTICA;Ver Web / www.leble.com.ar;info@leble.com.ar;;French;2999;;FRENCH 2999;Recoleta;Comuna 2;1425;C1425AWI
-58,38897782;-34,58768555;1813;LE CLUB;RESTAURANTE;ORIENTAL;MODERNO;4815 0669;www.leclubposada.com;;ALVEAR AV;1889;;ALVEAR AV. 1889;Recoleta;Comuna 2;1129;C1129AAA
-58,39366933;-34,59191933;1776;L'ECOLE;RESTAURANTE;;;;;;PACHECO DE MELO JOSE ANDRES;1887;;PACHECO DE MELO, JOSE ANDRES 1887;Recoleta;Comuna 2;1126;C1126AAA
-58,38766174;-34,58964565;1812;LE COQ BLEU;RESTAURANTE;FRANCESA;FRANCES;4815 7220;;;RODRIGUEZ PEÃƒâ€˜A;1832;;RODRIGUEZ PEÃƒâ€˜A 1832;Recoleta;Comuna 2;;
-58,37817468;-34,60596409;2365;LE CREP;CONFITERIA;MINUTAS;MODERNO;4326 0377;;lunes a viernes de 8 a 18;PERON JUAN DOMINGO TTE.;826;;PERON, JUAN DOMINGO, TTE. GENERAL 826;San Nicolas;Comuna 1;1038;C1038AAR
-58,3724723;-34,60230675;2373;LE D' EUGENIA;RESTAURANTE;TRADICIONAL;MODERNO;4312 0109;www.menuyo.com;;RECONQUISTA;479;;RECONQUISTA 479;San Nicolas;Comuna 1;1003;C1003ABI
-58,38314985;-34,61360858;1433;LE FAMIGLIE;RESTAURANTE;INTERNACIONAL;MODERNO;;;;SALTA;440;;SALTA 440;Monserrat;Comuna 1;1074;C1074AAJ
-58,37124956;-34,60054582;2367;LE GOURMET;CONFITERIA;;;4315 3238;;;25 DE MAYO;621;;25 DE MAYO 621;San Nicolas;Comuna 1;1002;C1002ABM
-58,42927154;-34,58659797;282;LELE DE TROYA;RESTAURANTE;MEDITERRANEA;MODERNO;4832 2726;;lunes a domingo de 9 al cierre;COSTA RICA;4901;;COSTA RICA 4901;Palermo;Comuna 14;1414;C1414BSO
-58,39820181;-34,60495637;814;LEMON CHEESE;RESTAURANTE;MINUTAS;;4953 3007;;;URIBURU;378;;URIBURU JOSE E., Pres. 378;Balvanera;Comuna 3;1027;C1027AAH
-58,4460878;-34,56923495;1814;LE PARADISE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4785 3845;;;CABILDO;961;;CABILDO AV. 961;Palermo;Comuna 14;1426;C1426AAJ
-58,43127066;-34,64158608;1488;LE PAYSAGE;CAFE;SANDWICHERIA;BRITANICA;4926 0277;;;COBO;1102;;COBO AV. 1102;Nueva Pompeya;Comuna 4;1424;C1424DET
-58,38957604;-34,62633034;1115;LE PERICO;BAR;REGIONAL;;;;;SOLIS;1505;;SOLIS 1505;Constitucion;Comuna 1;1134;C1134ADG
-58,39786281;-34,60597534;812;LE PETIT CAFE;RESTAURANTE;;;;;;SARMIENTO;2199;;SARMIENTO 2199;Balvanera;Comuna 3;1044;C1044AAG
-58,38983509;-34,59844793;1818;LE PONT;CAFE;TRADICIONAL;CLASICO PORTEÑO;4813 0650;;lunes a domingo de 7 a 00;PARAGUAY;1601;;PARAGUAY 1601;Recoleta;Comuna 2;1062;C1062ACA
-58,4034276;-34,6012221;815;LETHEO;RESTAURANTE;;;;;;PASO;687;;PASO 687;Balvanera;Comuna 3;1031;C1031ABM
-58,37083484;-34,62530893;2600;LEZAMA;RESTAURANTE;INTERNACIONAL;ANTIGUO;4361 0114;;lunes a sábado de 12 a 16.20 y de 20 a 2 - domingo de 12 a 17;BRASIL;359;;BRASIL AV. 359;San Telmo;Comuna 1;1154;C1154AAC
-58,38415324;-34,59566429;2019;LIBERTAD PLAZA CAFE;RESTAURANTE;;;;;;SANTA FE;1200;;SANTA FE AV. 1200;Retiro;Comuna 1;1059;C1059ABS
-58,39028477;-34,61785007;1434;LIBERTY;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4383 0038;;;SOLIS;800;;SOLIS 800;Monserrat;Comuna 1;1078;C1078AAP
-58,38618893;-34,60405534;2368;LICORCAFE;CAFE;MINUTAS;MODERNO;4372 4213;;;CORRIENTES;1382;;CORRIENTES AV. 1382;San Nicolas;Comuna 1;1043;C1043ABN
-58,46608023;-34,6351849;1172;LIGHTS COFFEE;RESTAURANTE;MINUTAS;MODERNO;4637 4316;;;DIRECTORIO;2800;;DIRECTORIO AV. 2800;Flores;Comuna 7;1406;C1406HAQ
-58,37943145;-34,59282846;2020;LIGURE;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4394 8226;;lunes a domingo de 12 a 15 y de 20 a 22.30;JUNCAL;855;;JUNCAL 855;Retiro;Comuna 1;1062;C1062ABE
-58,37071285;-34,61484413;1436;LIMONCELLO;CAFE;MINUTAS;MODERNO;4342 4549;;;BALCARCE;601;;BALCARCE 601;Monserrat;Comuna 1;1064;C1064AAM
-58,37960126;-34,60189431;2369;LIMON TREE;CAFE;TENEDOR LIBRE;CLASICO PORTEÑO;4326 1847;;;SUIPACHA;544;;SUIPACHA 544;San Nicolas;Comuna 1;1008;C1008AAL
-58,40896065;-34,58122688;284;LINA;RESTAURANTE;CHINA;;4803 0914;;lunes a lunes de 12 a 15 y de 20 a 00.;CABELLO;3419;;CABELLO 3419;Palermo;Comuna 14;1425;C1425API
-58,52134477;-34,64023596;1274;LISANDRO;RESTAURANTE;TRADICIONAL;ANTIGUO;4644 7270;lisandro_liniers@yahoo.com.ar;;FALCON RAMON L.CNEL.;6701;;FALCON, RAMON L.,CNEL. 6701;Liniers;Comuna 9;1408;C1408DSA
-58,38059491;-34,60254365;2370;LITO'S;RESTAURANTE;FAST FOOD;CLASICO PORTEÑO;4325 4117;;lunes a domingo de 7 a 2;LAVALLE;966;;LAVALLE 966;San Nicolas;Comuna 1;1047;C1047AAT
-58,41711997;-34,57393384;285;LIZZIES;RESTAURANTE;INTERNACIONAL;MODERNO;4711 3597;www.lizzies.com.ar;;DEL LIBERTADOR;3457;;DEL LIBERTADOR AV. 3457;Palermo;Comuna 14;1425;C1425ABH
-58,52884653;-34,64261611;1273;LLANTAMASI;RESTAURANTE;BOLIVIANA;CLASICO PORTEÑO;;;;PAZ GRAL.;10870;;PAZ, GRAL. AV. 10870;Liniers;Comuna 9;1408;C1408FGU
-58,46670743;-34,55833969;523;LOBOS;RESTAURANTE;;;;;;CRAMER;2837;;CRAMER AV. 2837;Belgrano;Comuna 13;1428;C1428CTU
-58,42752289;-34,62398793;1020;LOCA BOHEMIA;RESTAURANTE;MINUTAS;MODERNO;4922 7113;locabohemia@yahoo.com;;LA PLATA;727;;LA PLATA AV. 727;Caballito;Comuna 6;1235;C1235ABE
-58,48365591;-34,55256919;2074;LOCHER CAFE + BAR;CAFE;MINUTAS;RUSTICA;4547 2494;locher@fibertel.com.ar;;PAROISSIEN;3845;;PAROISSIEN 3845;Saavedra;Comuna 12;1430;C1430CCE
-58,44821774;-34,63546271;1540;LOCOS DE ASAR;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4923 9990;;martes a domingo de 10.30 a 15 y de 19.30 a 00.30;PERON EVA;1790;;PERON, EVA AV. 1790;Parque Chacabuco;Comuna 7;1406;C1406HMS
-58,39362627;-34,58891165;1817;LOCOS X EL FUTBOL;RESTAURANTE;MINUTAS;FUTBOL;4807 3777;www.locosxelfutbol.com;;LOPEZ VICENTE;2098;;LOPEZ, VICENTE 2098;Recoleta;Comuna 2;1128;C1128ACF
-58,4323998;-34,61641056;1019;LOCOS X EL FUTBOL;RESTAURANTE;PORTEÃ‘A;FUTBOL;4901 3352;marqueting@locoscaballito.com;;RIVADAVIA;4751;;RIVADAVIA AV. 4751;Caballito;Comuna 6;1424;C1424CEC
-58,36881121;-34,6112064;1435;LO DE AGUSTINA;CAFE;INTERNACIONAL;MODERNO;4382 3213;;;MORENO;112;;MORENO 112;Monserrat;Comuna 1;1091;C1091AAD
-58,37802008;-34,60517014;2372;LO DE ANTONIO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4326 9762;;lunes a viernes de 7 a 19;ESMERALDA;270;;ESMERALDA 270;San Nicolas;Comuna 1;1035;C1035ABF
-58,49143395;-34,60282686;2825;Lo de Carlitos - Villa del Parque;RESTAURANTE;PANQUEQUERÃ?A;MODERNO;4502-9735;;;NogoyÃƒÂ¡;3058;;NOGOYA 3058;Villa Del Parque;Comuna 11;;
-58,48513419;-34,57584364;2824;Lo de Carlitos - Villa Urquiza;RESTAURANTE;PANQUEQUERÃ?A;MODERNO;;;;Olazabal;5001;;OLAZABAL AV. 5001;Villa Urquiza;Comuna 12;1431;C1431CGG
-58,47080033;-34,57812674;2763;LO DE CHARLY;RESTAURANTE;PARRILLA;MODERNO;4553 0882;www.parrillalodecharly.com.ar;24 horas abierto;ALVAREZ THOMAS;0;DONADO;ALVAREZ THOMAS AV. y DONADO;Villa Ortuzar;Comuna 15;;
-58,45223171;-34,61055204;1018;LO DE CHOLO;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4584 7601;;;GAONA;1699;;GAONA AV. 1699;Caballito;Comuna 6;1416;C1416DRE
-58,45792455;-34,5587862;522;LO DE GUERRA;RESTAURANTE;PIZZERIA;MODERNO;4788 6699;lodeguerra@hotmail.com.ar;;VUELTA DE OBLIGADO;2391;;VUELTA DE OBLIGADO 2391;Belgrano;Comuna 13;1428;C1428ADK
-58,44954092;-34,60116978;2678;LO DE JESUS;;SANDWICHERIA;CLASICO PORTEÑO;;;;BELAUSTEGUI LUIS Dr.;400;;BELAUSTEGUI, LUIS, Dr. 400;Villa Crespo;Comuna 15;1414;C1414DZD
-58,43118972;-34,59054306;287;LO DE JESUS;RESTAURANTE;TRADICIONAL;BODEGA;4831 1961;www.lodejesus.com.ar;lunes a lunes de 10 al cierre;GURRUCHAGA;1406;;GURRUCHAGA 1406;Palermo;Comuna 14;1414;C1414DID
-58,36823915;-34,61110581;1437;LO DE JULIAN;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4383 2943;;;MORENO;105;;MORENO 105;Monserrat;Comuna 1;1091;C1091AAC
-58,43111913;-34,58685093;286;LO DE LOLA;RESTAURANTE;MEDITERRANEA;ANTIGUO;4832 7179;;;URIARTE;1697;;URIARTE 1697;Palermo;Comuna 14;1414;C1414DAQ
-58,37565162;-34,60342513;2371;LO DE LOPEZ;RESTAURANTE;ESPAÃ‘OLA;MODERNO;4325 4090;;lunes a domingo de 7 a 23;CORRIENTES;626;;CORRIENTES AV. 626;San Nicolas;Comuna 1;1043;C1043AAT
-58,39980954;-34,63380473;1576;LO DEL TANO;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4942 6646;;;15 DE NOVIEMBRE DE 1889;2602;;15 DE NOVIEMBRE DE 1889 2602;Parque Patricios;Comuna 4;1261;C1261AAR
-58,37366262;-34,63680424;917;LO DE MARIO;;INTERNACIONAL;MODERNO;4301 7227;;;ISABEL LA CATOLICA;470;;ISABEL LA CATOLICA 470;Barracas;Comuna 4;1268;C1268ACJ
-58,40119371;-34,5859466;1815;LO DE MATEO;CAFE;INTERNACIONAL;MODERNO;4801 3572;info@lodemateo.com;lunes a domingo de 11.30 a 15.30 y de 20 a 00;AUSTRIA;2400;;AUSTRIA 2400;Recoleta;Comuna 2;1425;C1425EGN
-58,4208588;-34,62120658;640;LO DE OSCAR;RESTAURANTE;INTERNACIONAL;MODERNO;4932 4575;;;INDEPENDENCIA;3925;;INDEPENDENCIA AV. 3925;Almagro;Comuna 5;1226;C1226AAE
-58,43063752;-34,591589;288;LO DE PUEYRREDON;RESTAURANTE;REGIONAL;COLONIAL;4773 7790;lodepueyrredon@yahoo.com.ar / macrocino@yahoo.com.;;ARMENIA;1378;;ARMENIA 1378;Palermo;Comuna 14;1414;C1414DKD
-58,37141531;-34,61589714;1440;LO DE RAUL;RESTAURANTE;;;;;;CHILE;369;;CHILE AV. 369;Monserrat;Comuna 1;1098;C1098AAG
-58,45774517;-34,5627005;524;LOISIC;RESTAURANTE;MINUTAS;MODERNO;4784 8873;;;JURAMENTO;2502;;JURAMENTO AV. 2502;Belgrano;Comuna 13;1428;C1428DNR
-58,39161239;-34,5885029;1816;LOLA;RESTAURANTE;GOURMET;ELEGANTE;4804 5959;;lunes a domingo de 12 a 16 y de 19 al cierre;ORTIZ ROBERTO M. Pres.;1805;;ORTIZ, ROBERTO M., Pres. 1805;Recoleta;Comuna 2;1113;C1113ABA
-58,47103075;-34,63416058;1174;LOLA;RESTAURANTE;;;;;;ALBERDI JUAN BAUTISTA;3100;;ALBERDI, JUAN BAUTISTA AV. 3100;Flores;Comuna 7;1406;C1406GST
-58,36359343;-34,60270822;1619;LOLA MORA;RESTAURANTE;INTERNACIONAL;MODERNO;5787 0887;;;MANSO JUANA;460;;MANSO JUANA 460;Puerto Madero;Comuna 1;1107;C1107CBJ
-58,4266948;-34,5883207;290;LOMO;RESTAURANTE;TRADICIONAL;MINIMALISTA;4833 3200;www.lomorestaurant.com.ar;lunes de 20.30 al cierre - martes a domingo de 13 al cierre;COSTA RICA;4661;;COSTA RICA 4661;Palermo;Comuna 14;1414;C1414BSI
-58,37590849;-34,60111172;2374;LO NUESTRO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4328 0869;;lunes a viernes de 8.30 a 18.30;TUCUMAN;646;;TUCUMAN 646;San Nicolas;Comuna 1;1049;C1049AAN
